Borough,Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
Bronx,Ethnicity,Hispanic,2002,6 year June,6623,3550,53.6,1508,22.8,42.5,237,3.6,6.7,1271,19.2,35.8,2073,31.3,58.4,617,9.3,2032,30.7,281,4.2,114,1.7
Bronx,Ethnicity,Hispanic,2001,6 year June,6150,3102,50.4,1188,19.3,38.3,250,4.1,8.1,938,15.3,30.2,1935,31.5,62.4,349,5.7,2197,35.7,447,7.3,47,0.8
Bronx,Ethnicity,Multi-Racial,2013,4 year August,71,61,85.9,58,81.7,95.1,12,16.9,19.7,46,64.8,75.4,3,4.2,4.9,5,7,5,7,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2012,4 year August,133,118,88.7,115,86.5,97.5,75,56.4,63.6,40,30.1,33.9,3,2.3,2.5,5,3.8,9,6.8,0,0,1,0.8
Bronx,Ethnicity,Multi-Racial,2011,4 year August,23,14,60.9,14,60.9,100.0,4,17.4,28.6,10,43.5,71.4,0,0,0,3,13,6,26.1,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2010,4 year August,27,17,63.0,16,59.3,94.1,6,22.2,35.3,10,37,58.8,1,3.7,5.9,6,22.2,4,14.8,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2009,4 year August,7,3,42.9,3,42.9,100.0,0,0.0,0,3,42.9,100,0,0,0,2,28.6,1,14.3,1,14.3,0,0
Bronx,Ethnicity,Multi-Racial,2008,4 year August,7,5,71.4,4,57.1,80.0,0,0.0,0,4,57.1,80,1,14.3,20,1,14.3,1,14.3,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2007,4 year August,5,5,100.0,5,100.0,100.0,0,0.0,0,5,100,100,0,0,0,0,0,0,0,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2006,4 year August,26,18,69.2,14,53.8,77.8,1,3.8,5.6,13,50,72.2,4,15.4,22.2,5,19.2,3,11.5,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2005,4 year August,49,32,65.3,24,49.0,75.0,5,10.2,15.6,19,38.8,59.4,8,16.3,25,12,24.5,5,10.2,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2013,4 year June,71,60,84.5,58,81.7,96.7,12,16.9,20,46,64.8,76.7,2,2.8,3.3,6,8.5,5,7,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2012,4 year June,133,112,84.2,112,84.2,100.0,74,55.6,66.1,38,28.6,33.9,0,0,0,11,8.3,9,6.8,0,0,1,0.8
Bronx,Ethnicity,Multi-Racial,2011,4 year June,23,14,60.9,14,60.9,100.0,4,17.4,28.6,10,43.5,71.4,0,0,0,3,13,6,26.1,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2010,4 year June,27,16,59.3,15,55.6,93.8,6,22.2,37.5,9,33.3,56.3,1,3.7,6.3,7,25.9,4,14.8,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2009,4 year June,7,3,42.9,3,42.9,100.0,0,0.0,0,3,42.9,100,0,0,0,2,28.6,1,14.3,1,14.3,0,0
Bronx,Ethnicity,Multi-Racial,2008,4 year June,7,4,57.1,3,42.9,75.0,0,0.0,0,3,42.9,75,1,14.3,25,2,28.6,1,14.3,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2007,4 year June,5,5,100.0,5,100.0,100.0,0,0.0,0,5,100,100,0,0,0,0,0,0,0,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2006,4 year June,26,18,69.2,14,53.8,77.8,1,3.8,5.6,13,50,72.2,4,15.4,22.2,5,19.2,3,11.5,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2005,4 year June,49,31,63.3,23,46.9,74.2,5,10.2,16.1,18,36.7,58.1,8,16.3,25.8,13,26.5,5,10.2,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2004,4 year June,39,19,48.7,13,33.3,68.4,1,2.6,5.3,12,30.8,63.2,6,15.4,31.6,15,38.5,4,10.3,1,2.6,0,0
Bronx,Ethnicity,Multi-Racial,2003,4 year June,100,73,73.0,50,50.0,68.5,22,22.0,30.1,28,28,38.4,23,23,31.5,22,22,5,5,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2002,4 year June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Bronx,Ethnicity,Multi-Racial,2001,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Bronx,Ethnicity,Multi-Racial,2012,5 year August,144,122,84.7,118,81.9,96.7,75,52.1,61.5,43,29.9,35.2,4,2.8,3.3,12,8.3,9,6.3,0,0,1,0.7
Bronx,Ethnicity,Multi-Racial,2011,5 year August,24,14,58.3,14,58.3,100.0,4,16.7,28.6,10,41.7,71.4,0,0,0,3,12.5,7,29.2,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2010,5 year August,29,17,58.6,16,55.2,94.1,6,20.7,35.3,10,34.5,58.8,1,3.4,5.9,3,10.3,7,24.1,0,0,2,6.9
Bronx,Ethnicity,Multi-Racial,2009,5 year August,9,5,55.6,5,55.6,100.0,0,0.0,0,5,55.6,100,0,0,0,0,0,3,33.3,1,11.1,0,0
Bronx,Ethnicity,Multi-Racial,2008,5 year August,8,5,62.5,4,50.0,80.0,0,0.0,0,4,50,80,1,12.5,20,2,25,1,12.5,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2007,5 year August,5,5,100.0,5,100.0,100.0,0,0.0,0,5,100,100,0,0,0,0,0,0,0,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2006,5 year August,22,19,86.4,15,68.2,78.9,1,4.5,5.3,14,63.6,73.7,4,18.2,21.1,0,0,3,13.6,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2012,5 year June,144,122,84.7,118,81.9,96.7,75,52.1,61.5,43,29.9,35.2,4,2.8,3.3,12,8.3,9,6.3,0,0,1,0.7
Bronx,Ethnicity,Multi-Racial,2011,5 year June,24,14,58.3,14,58.3,100.0,4,16.7,28.6,10,41.7,71.4,0,0,0,3,12.5,7,29.2,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2010,5 year June,29,17,58.6,16,55.2,94.1,6,20.7,35.3,10,34.5,58.8,1,3.4,5.9,3,10.3,7,24.1,0,0,2,6.9
Bronx,Ethnicity,Multi-Racial,2009,5 year June,9,3,33.3,3,33.3,100.0,0,0.0,0,3,33.3,100,0,0,0,2,22.2,3,33.3,1,11.1,0,0
Bronx,Ethnicity,Multi-Racial,2008,5 year June,8,5,62.5,4,50.0,80.0,0,0.0,0,4,50,80,1,12.5,20,2,25,1,12.5,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2007,5 year June,5,5,100.0,5,100.0,100.0,0,0.0,0,5,100,100,0,0,0,0,0,0,0,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2006,5 year June,22,18,81.8,14,63.6,77.8,1,4.5,5.6,13,59.1,72.2,4,18.2,22.2,0,0,4,18.2,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2005,5 year June,49,38,77.6,26,53.1,68.4,5,10.2,13.2,21,42.9,55.3,12,24.5,31.6,5,10.2,6,12.2,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2004,5 year June,39,23,59.0,15,38.5,65.2,1,2.6,4.3,14,35.9,60.9,8,20.5,34.8,6,15.4,9,23.1,1,2.6,0,0
Bronx,Ethnicity,Multi-Racial,2003,5 year June,100,83,83.0,53,53.0,63.9,22,22.0,26.5,31,31,37.3,30,30,36.1,12,12,5,5,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2002,5 year June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Bronx,Ethnicity,Multi-Racial,2001,5 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Bronx,Ethnicity,Multi-Racial,2011,6 year June,28,14,50.0,14,50.0,100.0,4,14.3,28.6,10,35.7,71.4,0,0,0,7,25,7,25,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2010,6 year June,30,17,56.7,16,53.3,94.1,6,20.0,35.3,10,33.3,58.8,1,3.3,5.9,3,10,8,26.7,0,0,2,6.7
Bronx,Ethnicity,Multi-Racial,2009,6 year June,9,5,55.6,5,55.6,100.0,0,0.0,0,5,55.6,100,0,0,0,0,0,3,33.3,1,11.1,0,0
Bronx,Ethnicity,Multi-Racial,2006,6 year June,23,19,82.6,15,65.2,78.9,1,4.3,5.3,14,60.9,73.7,4,17.4,21.1,0,0,4,17.4,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2005,6 year June,49,39,79.6,27,55.1,69.2,5,10.2,12.8,22,44.9,56.4,12,24.5,30.8,3,6.1,7,14.3,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2004,6 year June,38,24,63.2,15,39.5,62.5,1,2.6,4.2,14,36.8,58.3,9,23.7,37.5,4,10.5,10,26.3,0,0,0,0
Bronx,Ethnicity,Multi-Racial,2003,6 year June,99,87,87.9,54,54.5,62.1,22,22.2,25.3,32,32.3,36.8,33,33.3,37.9,4,4,7,7.1,0,0,1,1
Bronx,Ethnicity,Multi-Racial,2002,6 year June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Bronx,Ethnicity,Multi-Racial,2001,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Bronx,Ethnicity,Native American,2013,4 year August,154,78,50.6,69,44.8,88.5,11,7.1,14.1,58,37.7,74.4,9,5.8,11.5,47,30.5,28,18.2,1,0.6,0,0
Bronx,Ethnicity,Native American,2012,4 year August,109,50,45.9,44,40.4,88.0,5,4.6,10,39,35.8,78,6,5.5,12,40,36.7,18,16.5,0,0,1,0.9
Bronx,Ethnicity,Native American,2011,4 year August,120,65,54.2,62,51.7,95.4,9,7.5,13.8,53,44.2,81.5,3,2.5,4.6,41,34.2,9,7.5,2,1.7,3,2.5
Bronx,Ethnicity,Native American,2010,4 year August,66,38,57.6,33,50.0,86.8,8,12.1,21.1,25,37.9,65.8,5,7.6,13.2,15,22.7,12,18.2,1,1.5,0,0
Bronx,Ethnicity,Native American,2009,4 year August,84,47,56.0,41,48.8,87.2,9,10.7,19.1,32,38.1,68.1,6,7.1,12.8,19,22.6,15,17.9,1,1.2,2,2.4
Bronx,Ethnicity,Native American,2008,4 year August,98,62,63.3,56,57.1,90.3,8,8.2,12.9,48,49,77.4,6,6.1,9.7,21,21.4,13,13.3,2,2,0,0
Bronx,Ethnicity,Native American,2007,4 year August,77,35,45.5,25,32.5,71.4,5,6.5,14.3,20,26,57.1,10,13,28.6,25,32.5,13,16.9,3,3.9,1,1.3
Bronx,Ethnicity,Native American,2006,4 year August,76,39,51.3,28,36.8,71.8,9,11.8,23.1,19,25,48.7,11,14.5,28.2,22,28.9,9,11.8,4,5.3,2,2.6
Bronx,Ethnicity,Native American,2005,4 year August,65,29,44.6,18,27.7,62.1,5,7.7,17.2,13,20,44.8,11,16.9,37.9,19,29.2,13,20,1,1.5,3,4.6
Bronx,Ethnicity,Native American,2013,4 year June,154,72,46.8,65,42.2,90.3,11,7.1,15.3,54,35.1,75,7,4.5,9.7,52,33.8,28,18.2,2,1.3,0,0
Bronx,Ethnicity,Native American,2012,4 year June,109,43,39.4,37,33.9,86.0,5,4.6,11.6,32,29.4,74.4,6,5.5,14,47,43.1,18,16.5,0,0,1,0.9
Bronx,Ethnicity,Native American,2011,4 year June,120,63,52.5,61,50.8,96.8,9,7.5,14.3,52,43.3,82.5,2,1.7,3.2,43,35.8,9,7.5,2,1.7,3,2.5
Bronx,Ethnicity,Native American,2010,4 year June,66,37,56.1,32,48.5,86.5,8,12.1,21.6,24,36.4,64.9,5,7.6,13.5,16,24.2,12,18.2,1,1.5,0,0
Bronx,Ethnicity,Native American,2009,4 year June,84,44,52.4,39,46.4,88.6,8,9.5,18.2,31,36.9,70.5,5,6,11.4,22,26.2,15,17.9,1,1.2,2,2.4
Bronx,Ethnicity,Native American,2008,4 year June,98,58,59.2,54,55.1,93.1,8,8.2,13.8,46,46.9,79.3,4,4.1,6.9,25,25.5,13,13.3,2,2,0,0
Bronx,Ethnicity,Native American,2007,4 year June,77,31,40.3,24,31.2,77.4,5,6.5,16.1,19,24.7,61.3,7,9.1,22.6,29,37.7,13,16.9,3,3.9,1,1.3
Bronx,Ethnicity,Native American,2006,4 year June,76,36,47.4,26,34.2,72.2,9,11.8,25,17,22.4,47.2,10,13.2,27.8,24,31.6,10,13.2,4,5.3,2,2.6
Bronx,Ethnicity,Native American,2005,4 year June,65,29,44.6,18,27.7,62.1,5,7.7,17.2,13,20,44.8,11,16.9,37.9,19,29.2,13,20,1,1.5,3,4.6
Bronx,Ethnicity,Native American,2004,4 year June,53,31,58.5,21,39.6,67.7,5,9.4,16.1,16,30.2,51.6,10,18.9,32.3,12,22.6,6,11.3,4,7.5,0,0
Bronx,Ethnicity,Native American,2003,4 year June,56,24,42.9,15,26.8,62.5,5,8.9,20.8,10,17.9,41.7,9,16.1,37.5,22,39.3,10,17.9,0,0,0,0
Bronx,Ethnicity,Native American,2002,4 year June,63,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Bronx,Ethnicity,Native American,2001,4 year June,56,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Bronx,Ethnicity,Native American,2012,5 year August,120,63,52.5,52,43.3,82.5,5,4.2,7.9,47,39.2,74.6,11,9.2,17.5,31,25.8,23,19.2,2,1.7,1,0.8
Bronx,Ethnicity,Native American,2011,5 year August,120,76,63.3,70,58.3,92.1,9,7.5,11.8,61,50.8,80.3,6,5,7.9,23,19.2,17,14.2,2,1.7,2,1.7
Bronx,Ethnicity,Native American,2010,5 year August,75,43,57.3,35,46.7,81.4,8,10.7,18.6,27,36,62.8,8,10.7,18.6,7,9.3,24,32,1,1.3,0,0
Bronx,Ethnicity,Native American,2009,5 year August,81,51,63.0,45,55.6,88.2,9,11.1,17.6,36,44.4,70.6,6,7.4,11.8,5,6.2,21,25.9,2,2.5,2,2.5
Bronx,Ethnicity,Native American,2008,5 year August,98,68,69.4,58,59.2,85.3,8,8.2,11.8,50,51,73.5,10,10.2,14.7,10,10.2,16,16.3,4,4.1,0,0
Bronx,Ethnicity,Native American,2007,5 year August,74,39,52.7,28,37.8,71.8,5,6.8,12.8,23,31.1,59,11,14.9,28.2,10,13.5,19,25.7,5,6.8,1,1.4
Bronx,Ethnicity,Native American,2006,5 year August,81,42,51.9,29,35.8,69.0,10,12.3,23.8,19,23.5,45.2,13,16,31,11,13.6,15,18.5,11,13.6,2,2.5
Bronx,Ethnicity,Native American,2012,5 year June,120,62,51.7,51,42.5,82.3,5,4.2,8.1,46,38.3,74.2,11,9.2,17.7,32,26.7,23,19.2,2,1.7,1,0.8
Bronx,Ethnicity,Native American,2011,5 year June,120,74,61.7,70,58.3,94.6,9,7.5,12.2,61,50.8,82.4,4,3.3,5.4,25,20.8,17,14.2,2,1.7,2,1.7
Bronx,Ethnicity,Native American,2010,5 year June,75,42,56.0,34,45.3,81.0,8,10.7,19,26,34.7,61.9,8,10.7,19,8,10.7,24,32,1,1.3,0,0
Bronx,Ethnicity,Native American,2009,5 year June,81,51,63.0,45,55.6,88.2,9,11.1,17.6,36,44.4,70.6,6,7.4,11.8,5,6.2,21,25.9,2,2.5,2,2.5
Bronx,Ethnicity,Native American,2008,5 year June,98,66,67.3,58,59.2,87.9,8,8.2,12.1,50,51,75.8,8,8.2,12.1,11,11.2,17,17.3,4,4.1,0,0
Bronx,Ethnicity,Native American,2007,5 year June,74,39,52.7,28,37.8,71.8,5,6.8,12.8,23,31.1,59,11,14.9,28.2,10,13.5,19,25.7,5,6.8,1,1.4
Bronx,Ethnicity,Native American,2006,5 year June,81,42,51.9,29,35.8,69.0,10,12.3,23.8,19,23.5,45.2,13,16,31,11,13.6,15,18.5,11,13.6,2,2.5
Bronx,Ethnicity,Native American,2005,5 year June,64,31,48.4,19,29.7,61.3,5,7.8,16.1,14,21.9,45.2,12,18.8,38.7,11,17.2,14,21.9,5,7.8,3,4.7
Bronx,Ethnicity,Native American,2004,5 year June,51,34,66.7,22,43.1,64.7,5,9.8,14.7,17,33.3,50,12,23.5,35.3,4,7.8,9,17.6,4,7.8,0,0
Bronx,Ethnicity,Native American,2003,5 year June,56,27,48.2,16,28.6,59.3,5,8.9,18.5,11,19.6,40.7,11,19.6,40.7,14,25,13,23.2,1,1.8,1,1.8
Bronx,Ethnicity,Native American,2002,5 year June,63,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Bronx,Ethnicity,Native American,2001,5 year June,56,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Bronx,Ethnicity,Native American,2011,6 year June,122,86,70.5,76,62.3,88.4,9,7.4,10.5,67,54.9,77.9,10,8.2,11.6,12,9.8,20,16.4,2,1.6,2,1.6
Bronx,Ethnicity,Native American,2010,6 year June,78,43,55.1,34,43.6,79.1,8,10.3,18.6,26,33.3,60.5,9,11.5,20.9,5,6.4,29,37.2,1,1.3,0,0
Bronx,Ethnicity,Native American,2009,6 year June,82,52,63.4,46,56.1,88.5,9,11.0,17.3,37,45.1,71.2,6,7.3,11.5,4,4.9,23,28,2,2.4,1,1.2
Bronx,Ethnicity,Native American,2008,6 year June,98,71,72.4,59,60.2,83.1,8,8.2,11.3,51,52,71.8,12,12.2,16.9,4,4.1,17,17.3,6,6.1,0,0
Bronx,Ethnicity,Native American,2007,6 year June,74,41,55.4,29,39.2,70.7,5,6.8,12.2,24,32.4,58.5,12,16.2,29.3,6,8.1,21,28.4,5,6.8,1,1.4
Bronx,Ethnicity,Native American,2006,6 year June,77,42,54.5,29,37.7,69.0,10,13.0,23.8,19,24.7,45.2,13,16.9,31,4,5.2,18,23.4,11,14.3,2,2.6
Bronx,Ethnicity,Native American,2005,6 year June,62,33,53.2,20,32.3,60.6,5,8.1,15.2,15,24.2,45.5,13,21,39.4,4,6.5,16,25.8,5,8.1,3,4.8
Bronx,Ethnicity,Native American,2004,6 year June,49,35,71.4,22,44.9,62.9,5,10.2,14.3,17,34.7,48.6,13,26.5,37.1,5,10.2,5,10.2,4,8.2,0,0
Bronx,Ethnicity,Native American,2003,6 year June,56,32,57.1,19,33.9,59.4,5,8.9,15.6,14,25,43.8,13,23.2,40.6,8,14.3,14,25,1,1.8,1,1.8
Bronx,Ethnicity,Native American,2002,6 year June,63,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Bronx,Ethnicity,Native American,2001,6 year June,56,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Bronx,Ethnicity,White,2013,4 year August,645,491,76.1,480,74.4,97.8,273,42.3,55.6,207,32.1,42.2,11,1.7,2.2,98,15.2,49,7.6,3,0.5,4,0.6
Bronx,Ethnicity,White,2012,4 year August,600,449,74.8,435,72.5,96.9,242,40.3,53.9,193,32.2,43,14,2.3,3.1,84,14,62,10.3,0,0,4,0.7
Bronx,Ethnicity,White,2011,4 year August,598,454,75.9,442,73.9,97.4,264,44.1,58.1,178,29.8,39.2,12,2,2.6,83,13.9,53,8.9,2,0.3,5,0.8
Bronx,Ethnicity,White,2010,4 year August,581,453,78.0,437,75.2,96.5,279,48.0,61.6,158,27.2,34.9,16,2.8,3.5,71,12.2,51,8.8,6,1,0,0
Bronx,Ethnicity,White,2009,4 year August,593,460,77.6,451,76.1,98.0,278,46.9,60.4,173,29.2,37.6,9,1.5,2,82,13.8,44,7.4,4,0.7,3,0.5
Bronx,Ethnicity,White,2008,4 year August,625,469,75.0,445,71.2,94.9,272,43.5,58,173,27.7,36.9,24,3.8,5.1,100,16,47,7.5,5,0.8,4,0.6
Bronx,Ethnicity,White,2007,4 year August,635,469,73.9,423,66.6,90.2,254,40.0,54.2,169,26.6,36,46,7.2,9.8,81,12.8,76,12,6,0.9,3,0.5
Bronx,Ethnicity,White,2006,4 year August,636,459,72.2,403,63.4,87.8,254,39.9,55.3,149,23.4,32.5,56,8.8,12.2,84,13.2,77,12.1,9,1.4,7,1.1
Bronx,Ethnicity,White,2005,4 year August,644,450,69.9,376,58.4,83.6,246,38.2,54.7,130,20.2,28.9,74,11.5,16.4,96,14.9,72,11.2,16,2.5,10,1.6
Bronx,Ethnicity,White,2013,4 year June,645,482,74.7,473,73.3,98.1,273,42.3,56.6,200,31,41.5,9,1.4,1.9,106,16.4,49,7.6,4,0.6,4,0.6
Bronx,Ethnicity,White,2012,4 year June,600,440,73.3,428,71.3,97.3,242,40.3,55,186,31,42.3,12,2,2.7,93,15.5,62,10.3,0,0,4,0.7
Bronx,Ethnicity,White,2011,4 year June,598,447,74.7,438,73.2,98.0,264,44.1,59.1,174,29.1,38.9,9,1.5,2,90,15.1,53,8.9,2,0.3,5,0.8
Bronx,Ethnicity,White,2010,4 year June,581,444,76.4,429,73.8,96.6,279,48.0,62.8,150,25.8,33.8,15,2.6,3.4,80,13.8,51,8.8,6,1,0,0
Bronx,Ethnicity,White,2009,4 year June,593,446,75.2,437,73.7,98.0,278,46.9,62.3,159,26.8,35.7,9,1.5,2,96,16.2,44,7.4,4,0.7,3,0.5
Bronx,Ethnicity,White,2008,4 year June,625,453,72.5,433,69.3,95.6,271,43.4,59.8,162,25.9,35.8,20,3.2,4.4,116,18.6,47,7.5,5,0.8,4,0.6
Bronx,Ethnicity,White,2007,4 year June,635,453,71.3,413,65.0,91.2,254,40.0,56.1,159,25,35.1,40,6.3,8.8,96,15.1,76,12,7,1.1,3,0.5
Bronx,Ethnicity,White,2006,4 year June,636,444,69.8,396,62.3,89.2,254,39.9,57.2,142,22.3,32,48,7.5,10.8,99,15.6,77,12.1,9,1.4,7,1.1
Bronx,Ethnicity,White,2005,4 year June,644,432,67.1,365,56.7,84.5,244,37.9,56.5,121,18.8,28,67,10.4,15.5,114,17.7,72,11.2,16,2.5,10,1.6
Bronx,Ethnicity,White,2004,4 year June,681,467,68.6,388,57.0,83.1,269,39.5,57.6,119,17.5,25.5,79,11.6,16.9,119,17.5,83,12.2,10,1.5,1,0.1
Bronx,Ethnicity,White,2003,4 year June,649,423,65.2,351,54.1,83.0,238,36.7,56.3,113,17.4,26.7,72,11.1,17,123,19,87,13.4,12,1.8,4,0.6
Bronx,Ethnicity,White,2002,4 year June,696,473,68.0,379,54.5,80.1,267,38.4,56.4,112,16.1,23.7,94,13.5,19.9,130,18.7,73,10.5,7,1,9,1.3
Bronx,Ethnicity,White,2001,4 year June,756,485,64.2,368,48.7,75.9,280,37.0,57.7,88,11.6,18.1,117,15.5,24.1,153,20.2,95,12.6,22,2.9,1,0.1
Bronx,Ethnicity,White,2012,5 year August,614,480,78.2,450,73.3,93.8,242,39.4,50.4,208,33.9,43.3,30,4.9,6.3,42,6.8,80,13,9,1.5,2,0.3
Bronx,Ethnicity,White,2011,5 year August,605,488,80.7,466,77.0,95.5,263,43.5,53.9,203,33.6,41.6,22,3.6,4.5,38,6.3,66,10.9,7,1.2,5,0.8
Bronx,Ethnicity,White,2010,5 year August,635,511,80.5,478,75.3,93.5,281,44.3,55,197,31,38.6,33,5.2,6.5,37,5.8,73,11.5,10,1.6,3,0.5
Bronx,Ethnicity,White,2009,5 year August,587,473,80.6,460,78.4,97.3,278,47.4,58.8,182,31,38.5,13,2.2,2.7,41,7,60,10.2,7,1.2,5,0.9
Bronx,Ethnicity,White,2008,5 year August,621,487,78.4,462,74.4,94.9,272,43.8,55.9,190,30.6,39,25,4,5.1,41,6.6,75,12.1,14,2.3,4,0.6
Bronx,Ethnicity,White,2007,5 year August,635,498,78.4,438,69.0,88.0,254,40.0,51,184,29,36.9,60,9.4,12,25,3.9,91,14.3,15,2.4,6,0.9
Bronx,Ethnicity,White,2006,5 year August,646,483,74.8,417,64.6,86.3,254,39.3,52.6,163,25.2,33.7,66,10.2,13.7,42,6.5,91,14.1,21,3.3,9,1.4
Bronx,Ethnicity,White,2012,5 year June,614,477,77.7,448,73.0,93.9,242,39.4,50.7,206,33.6,43.2,29,4.7,6.1,45,7.3,80,13,9,1.5,2,0.3
Bronx,Ethnicity,White,2011,5 year June,605,482,79.7,461,76.2,95.6,263,43.5,54.6,198,32.7,41.1,21,3.5,4.4,44,7.3,66,10.9,7,1.2,5,0.8
Bronx,Ethnicity,White,2010,5 year June,635,509,80.2,476,75.0,93.5,281,44.3,55.2,195,30.7,38.3,33,5.2,6.5,39,6.1,73,11.5,10,1.6,3,0.5
Bronx,Ethnicity,White,2009,5 year June,587,468,79.7,457,77.9,97.6,278,47.4,59.4,179,30.5,38.2,11,1.9,2.4,45,7.7,61,10.4,7,1.2,5,0.9
Bronx,Ethnicity,White,2008,5 year June,621,487,78.4,462,74.4,94.9,272,43.8,55.9,190,30.6,39,25,4,5.1,41,6.6,75,12.1,14,2.3,4,0.6
Bronx,Ethnicity,White,2007,5 year June,635,490,77.2,435,68.5,88.8,254,40.0,51.8,181,28.5,36.9,55,8.7,11.2,27,4.3,97,15.3,15,2.4,6,0.9
Bronx,Ethnicity,White,2006,5 year June,646,480,74.3,415,64.2,86.5,254,39.3,52.9,161,24.9,33.5,65,10.1,13.5,42,6.5,94,14.6,21,3.3,9,1.4
Bronx,Ethnicity,White,2005,5 year June,651,473,72.7,387,59.4,81.8,247,37.9,52.2,140,21.5,29.6,86,13.2,18.2,49,7.5,95,14.6,22,3.4,12,1.8
Bronx,Ethnicity,White,2004,5 year June,687,522,76.0,405,59.0,77.6,276,40.2,52.9,129,18.8,24.7,117,17,22.4,40,5.8,97,14.1,18,2.6,9,1.3
Bronx,Ethnicity,White,2003,5 year June,649,466,71.8,365,56.2,78.3,238,36.7,51.1,127,19.6,27.3,101,15.6,21.7,47,7.2,109,16.8,23,3.5,4,0.6
Bronx,Ethnicity,White,2002,5 year June,696,531,76.3,393,56.5,74.0,269,38.6,50.7,124,17.8,23.4,140,20.1,26.4,35,5,101,14.5,15,2.2,10,1.4
Bronx,Ethnicity,White,2001,5 year June,756,542,71.7,389,51.5,71.8,282,37.3,52,107,14.2,19.7,153,20.2,28.2,58,7.7,121,16,34,4.5,1,0.1
Bronx,Ethnicity,White,2011,6 year June,611,496,81.2,471,77.1,95.0,263,43.0,53,208,34,41.9,25,4.1,5,31,5.1,70,11.5,7,1.1,6,1
Bronx,Ethnicity,White,2010,6 year June,664,535,80.6,493,74.2,92.1,281,42.3,52.5,212,31.9,39.6,42,6.3,7.9,27,4.1,90,13.6,10,1.5,2,0.3
Bronx,Ethnicity,White,2009,6 year June,600,491,81.8,474,79.0,96.5,278,46.3,56.6,196,32.7,39.9,17,2.8,3.5,28,4.7,68,11.3,7,1.2,4,0.7
Bronx,Ethnicity,White,2008,6 year June,621,492,79.2,466,75.0,94.7,272,43.8,55.3,194,31.2,39.4,26,4.2,5.3,29,4.7,78,12.6,18,2.9,4,0.6
Bronx,Ethnicity,White,2007,6 year June,636,505,79.4,442,69.5,87.5,254,39.9,50.3,188,29.6,37.2,63,9.9,12.5,19,3,90,14.2,17,2.7,5,0.8
